shop_name,shop_url,review_text
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,アクアシティで昼から飲めるお店を探したら、最初に出てきて予約しました！早めについたのですが、快く入れてくださって、素敵なお店でした。沖縄料理ってハズレを引いたことがないのですが、ここもおいしかったです...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,南風花に来たら、デジタルサイネージの券売機になっていた。近隣就労者割引も対応していたが、店員が付いていなくて、これってどうチェックするんだろう。途中から英語表記になったり、とっても使いにくい券売機だ。...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,友達と映画終わりに行きました。行った映画が沖縄に関連しているというのもあり、オリオンビールを沖縄料理で流し込みたい欲が強く、ここに行こう！となりました。ゴーヤチャンプルーやラフテーなどオーソドック...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,飲み会の二次会で利用。金曜日21:00頃訪問。1回目の飲み物注文のみ口頭。以降はQRコードからの注文。・お通し・海ぶどう(写真なし)・島豚あぐーのメンチカツ・ラフテ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,とくになんのプランもなくお台場にやってきました。この日は遅めの出発だったため、駐車場からすでに混雑。やはりいつも通りオープン前に着いてないとダメですね。まずは腹ごしらえで食べるところを...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,ランチでちょこちょこ行くお店。高菜の入ったまぜそばが辛くて二日酔いの時に効く。ネギと高菜とひき肉でガッツリ辛さがきいててジャンクな雰囲気が丁度いい。セットでついてるスープにつけなが...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,"火曜の20：30に訪問すぐ入れた、この辺は早く閉まる店が多い中、4:00までやってるらしい、極端だな大衆沖縄居酒屋って感じで値段も安く使い勝手良し飲み放題も1,600円で間違いない..."
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,アクアシティの南風花に久しぶりに入ってみた。オーダーしたのはもずくそばセット（1000円）ドリンクはさんぴん茶にした。オーダーして3分で出てきたのはビックリ。吉野家並みの速さだ。小さなサラダともず...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,ラフテー丼ともずくそばのセットにしました。いろんな種類が食べたい私にとって、ハーフ＆ハーフのセットはありがたいです！味もよかったです！値段もお手頃なので仕方がないかもしれませんが、ラフテーが思...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お昼に行きました。2人で行って、テーブルは奥の席に通していただきました。ソーキそばを頼みましたが、くるが早くてよかったです。少しわかりにくい奥に入ったところにあります。それ以外は快適でよかった...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,週末ランチ。子連れにら助かる小上がり座敷。全客もまばらで他のお客様にも気を遣わず過ごせて穴場。ソーキそば、ゴーヤチャンプル、タコスライスなどランチセットメニューあり。味はまぁ普通にうまくもなくまずくも...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,14時頃の日曜日に行きました。割と空いていたのですぐに座れました。注文はバーコードを読み込んでLINE。沖縄そばを注文したのですが、チャーシューも厚く、美味しかったです。他にも色々メニ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,毎年恒例となってきましたここでの打ち上げなんかいい意味で肩の力が抜けたリラックス感がいいお店ですいつも店員さんが少なめで大変そうなのですが、特に女性の店員さんがいつも頑張ってくれており好感...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,雰囲気もよく味も美味しくてよかったです。ミミガーがとてもお酒が進む味で万人ウケするお味だと思います。思いの外、お腹いっぱいになり、最後に麺類が食べれなかったのが残念ですが、また是非利用したいと...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,平日19時前の入店でしたが、店内は賑わっていて、沖縄の陽気で明るい雰囲気に楽しい気持ちになりながら、久しぶりの沖縄料理をいただきました！食事もドリンクも、メニューが充実していて、選ぶの迷いながらも...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,■食べたもの・ゴーヤーチャンプル　880円・海ぶどうと島豆腐のサラダ(ハーフ) 770円・島豚あぐーのタン塩焼き　803円・ランチハーフ３品　1600円タコライスラフテ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,ソーキそばとアグー豚の餃子、卵焼きとスパム海葡萄あと島豆腐頼みました!南風花 アクアシティお台場店は、沖縄の伝統料理を楽しめる人気店です。琉球料理の味を忠実に再現し、海の幸や島の野菜を...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,⭐️ソーミンチャンプル⭐️⭐️しりしり⭐️⭐️唐揚げ　シークワーサー味⭐️この唐揚げがさっぱりしてて好きでした！レモンを掛けずとも肉がさっぱりシークワーサー味なのでとてもお...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,飲み会二次会で利用。金曜日21:50頃訪問。事前調べでは22:00L.O.。23:00まで注文できました。QRコードから注文。・お通し・海ぶどう・ラフティー・ス...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,アクアシティの1階（なかなかたどり着けない）にある南風花に入ってみた。沖縄料理の店だ。ハーフサイズ2品選べる選べる沖縄ハーフ定食2品（1100円）にして、ソーキそばと島ラー油のまぜそばを選んだ。ソ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,[沖縄W名物の口福]南風花　＝はいばなランチメニュー沖縄ハーフ定食セットでラフティそば＋タコライス※米は黒紫米(琉球古代米)蕎麦にはコーレーグースー(島...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,コスパよく沖縄が味わえる居酒屋。17:30〜19:00まで一杯300円で飲めるハッピアワー。沖縄料理ということもあり、シークワァーサーサワーをチョイス。1番衝撃だったのは、タコライ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,南風花　アクアシティ　お台場あぐー豚ゴーヤチャンプルーもずく酢とか海ぶどうとかもっといろいろ食べたのに酔っ払って撮るの忘れた美味しかったし、このへん早く閉まるから朝までやってるのが...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,かなり久しぶりに入った南風花。コロナ前とかは夜中まで営業してるからよく仕事終わりに深い時間まで飲みに行っていた。今は営業時間どうなってるんだろ。フードコートや上のレストラン階は休日賑わうお...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,アクアシティお台場の1階にある沖縄料理屋です。土曜の夜に予約して行きましたが、予約しないと混んでいて入れませんでした。どの料理も美味しかったですが、おそらくアルバイトの大学生が中心かと思います...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,【南風花 アクアシティお台場店(はいばな)】2023年11月に初めての入店。土曜日の21時ごろと言う事もあり、比較的空いてたのでスグにお席に通してもらいました。注文方法はモバイルオ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お店の雰囲気は、まるで沖縄旅行です。観光地お台場にお店があるにも関わらず、お手頃価格の沖縄料理をツマミに泡盛が呑めます。しかも、飲み放題があるので嬉しいです。是非とも、お台場デートには利用することをオ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,この日は沖縄料理。お台場冒険王も終わって少し落ち着いてきたこのエリアで『南風花』へ土曜のランチで訪問。先客は2組です、空いてました。夜は飲みで行った事がありましたが、ランチは初です。メニューは...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,味はどれも美味しい！王道の沖縄料理という感じでした。海ぶどうはこんなに山盛りで食べたことないです。あぐ〜豚は柔らかくて本当に美味しい。ラフテーも最高。お店の雰囲気は、沖縄が全面に出ていてそ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お台場までドライブをして、お腹が空いたので、軽くご飯でも…ということになり、利用しました。深夜営業をしているお店が少ない中、こちらは朝４時までやっているということで、とても有り難かったです。...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,南風花さんへ団体でお邪魔しました。乾杯の飲み物（一杯目）だけは、スマホオーダーではない、でも、人手が足りないとかで出てくるまでに15〜20分掛かってしまいました。。喉カラカラ涙コース料理が始ま...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お台場のアクアシティに入ってる沖縄料理屋さん。軽くご飯食べたいねってことで訪問。島豚アグーのしゃぶしゃぶに惹かれながらゴーヤチャンプルとか一品料理を頼みながら〆は島ラー油のまぜそばとソ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,沖縄ハーフ定食で、ふーちゃんぷるーと島ラー油のまぜそばにしました。1000円でこのボリュームは満足度高いですね。アクアシティお台場の1階はフードコートもありますが、混雑したフードコートと違って...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,またまたライブ終わりに行ってきました♪前回おいしすぎたらっきょうの天ぷら、もずくの天ぷらをリピート。あとはあぐー豚の餃子(お店のオススメ)と、ラフティー、タコぶつなどなど頂きました。やっぱ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お台場で遊んだ夜に利用。入り口から沖縄っぽい雰囲気が漂う店構えです。聞き覚えの無い名前の料理が多く気になって注文。ミミガーは豚の耳を使った料理で、独特の歯応えで大変美味。メンチカツはア...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,右も左も子連れ家族でみんな優しくお店も子連れに優しく、めちゃくちゃ居心地よくおいしい沖縄料理を味わえた✨子どもたちがあぐーステーキを1皿ずつたいらげていつも通り旦那さんがたっぷり飲む...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,何回か利用させていただいていますが、メニューも豊富でありがたいです。もずく酢は、シークワーサー感が強く、酸味が結構あり、個人的にはもう少し甘みがあった方が好きです。それでも、何を食べてもハズレはほ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お台場のアクアシティ内に、沖縄の三線の音色が聞こえてきそうな古民家風の居酒屋を見つけましたっ！沖縄料理が好きで定期的に行ってしまうんです(´﹃｀)特にもずくの天ぷらとソーキそばにこーれ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,近くに宿泊していたので遅めの夜ご飯をと。やっているお店が全然なくてやっと発見！23時くらいだったのでお客さんは少なめ。遅めな時間にやってるだなんて貴重すぎる！店内は居酒屋さんなのに...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,ランチは土日祝日でも、写真の2品セットで1000円。お腹いっぱいだし美味しいし、家が近いのでよく行きます。アクアシティの中でも立地が悪いのか、空いていることが多くとてもおすすめです。隣のフードコートよ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,アクアシティお台場1Fにあるのは、お台場唯一の沖縄料理居酒屋「南風花〈はいばな〉」ゆっくり飲めるところを探していたところ、食べログスコア3.37(22/7/23現在)と好評価なので行ってみ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,週末のお台場にしては空いていてゆっくりランチできて良き。ランチもランチセットがいくつかある中から選ぶので迷いすぎず楽。カウンターもあるのでおひとり様も安心。味自体は気持ち薄く感じたけど、個人的に薄味派...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,大人の休日旅⑩大人の休日クラブパスで4日間乗り放題3日目。東京見物は日暮里の繊維街を散策し東京スカイツリーに登り宿泊予定のお台場で夕食です。アクアシティ内の沖縄料理のお店し...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,"アクアシティお台場にある、沖縄料理店。店内はテーブル席、座敷席など。気になるランチは選べるハーフ定食1品600円、2品1,000円他。休日に家族でお買い物12時に前にランチ。港..."
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お台場にある、沖縄料理屋さん!!沖縄料理屋さんて結構あちこちにありますが、ここまで、店内が作り込まれているお店はなかなかないんじゃないかって思いました!!本当に沖縄にいる気分になれて、...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お台場に行った際にたまたまみかけて、沖縄料理が好きというとこもありよらせていただきました！！まず店内がとても沖縄感に溢れていて沖縄にきてるような感覚に少しさせていただき驚きました！！お...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,ゆりかもめ・台場駅近くの沖縄料理店。アグー豚を売りにしているようですが、ランチを含めていろいろな沖縄料理のメニューが豊富です。今回は「フーちゃんぷるー定食」をいただきました。定番の食材が入ったちゃ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,沖縄料理が食べたくて映画を観たあと行ってきました。飲み放題とアラカルトで注文したがコスパ非常に高かった。飲み放題の種類も豊富で沖縄料理ならではの飲み屋も多くあり満足感高かった。ウコン茶の酎ハイは癖...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,南風花とかいて「はいばな」と読むんですね。知りませんでした。居酒屋ですが席のレイアウトは余裕があり、リラックスした雰囲気があります。沖縄料理は美味しかった。もともとゴーヤチャンプルーやソー...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,氷水が欲しかった。スタッフが少ないためか、サービスが遅い。食事はまずまずだった。店内は薄暗く、騒がしかった
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,ちょっと見難いところにあります。お料理は写真を見て頂ければ想像がつくと思いますので、過大な期待さえしなければお食事を楽しめると思います！
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,シークワサーに漬けた唐揚げ。唯一無二のサッパリ唐揚げ。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,大満足でした。店の雰囲気は沖縄仕様で気分も上がります。お通しもとても美味しかったです。品数が多く、どれも美味しそうだったのでまたトライしたいです。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,ソーキそば頼みました！とても美味しかったです。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,期待してなかったけど、めちゃ美味しかった！子連れだったので、沖縄そばのみのはずが気づいたらつまみと酒も、、子供は沖縄そば取り合い。唐揚げも美味しかったし、島らっきょうが個人的に大ヒット。コ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,カーリーポテトうま！牛タンうま！ソーキそばうま！最近食べるの苦手だったけどこの日はお腹空いていた。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,ハッピーアワーとの事で、飲み物が7時まで300円でした。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,珍しいもずく天ぷらや島らっきょの天ぷらもありお台場ながら沖縄満喫させていただきましたトルネードポテトの食感のサクサク感が良かったです♪
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,餃子美味しくてリピートしました！あと個人的にはもずくの天ぷらが大優勝でした。お酒も種類たくさんあって、金曜の夜に最適です♪
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,2品選べるオカズお得感あります。しっかり美味しいです。ソーキそば、タコライス、ゴーヤチャンプルーなどなど、よりどりみどりで1000円。夜も来たい。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,沖縄そばとタコライスがセットで食べられるランチ。お得すぎる。沖縄旅行気分味わえる……海あるし。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,美味しかったです！
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,雰囲気ばつぐん
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,高い、子供向けでない、味普通
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,台場駅の近くにあり、料理は非常に美味しいです。メニューの注文をスマートフォンで行うのですが、セットのプランが選びにくいのが難点でした。味と金額を考えると良店でした。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,比較的リーズナブルに沖縄料理が楽しめました。家族連れも多く明るい雰囲気でした。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,日曜日、予約をしていきました。店内は空席が目立つものの、受付でかなり待たされました。店員が足りないのか、とにかく全てが遅かったです。味は普通の沖縄料理でした。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,ソーキそばの麺がたいへんふツルツルでうまかった。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,沖縄ならではの料理に舌鼓をうちながらゆっくり料理を食べられました。アグー豚のステーキが美味しかったです。ひさしぶりに島らっきょうを食べましたがシャキシャキの食感がとても良かったです。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,予約して入りました。空いていて、子供とゆっくり食事ができました！とても利用しやすかったです！
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,アクアシティ1階の沖縄料理の居酒屋。自分のスマートフォンからのオーダーシステム。リーズナブルだった。海ぶどうとゴーヤチャンプルが美味しかった。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お店のすぐ横にゆりかもめが走り、ゆいレールが通る那覇の飲み屋な感じで良かったです。ただ、コースを予約して時間通りに行ったのに、最初の料理が出てくるまで20分以上待たされましたのが、残念でした。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,混んでましたが頑張ってお酒運んでくれました！ありがとうございました！飲み放題のメニューオーダーのアプリが少し使いづらいです
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,ちょっと高いけど全部美味しいよ。沖縄そばの麺はちょっと残念。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,料理もドリンクも中々出てこない、対応も最悪でした。打ち上げだったので残念でした。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,予想通りのお店でした
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,美味しかったです。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,コース4500
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,2時間飲み放題で訪問。
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,2023年9月20日 ライブ打ち上げ
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,タコライスもソーキそばも意外と美味しい
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,ソーキそば美味しかったです！
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,関東人好みの沖縄料理
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お台場に打合せにやってきた。終了後、お昼ゴハンに(*^▽^*)アクアシティ一階の沖縄料理  南風花さん。1130ガラガラ（笑）早メシすんなよぉ〜カウンター席にてちゃ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,#東京都#お台場#アクアシティお台場内#沖縄料理#ランチ#日替わりランチ　日々異なる料理で毎日食べても飽きない#通常ランチメニューも選択肢が多い。#魯肉飯:しっかりとした味付け、が...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お昼から飲めるお店お酒の種類は多く、料理もまずまずですが、炒め物が焦げてて見た目も美味しさも半減沖縄料理好きでいろいろ行きますがこんなに焦げてる店は初めてチャンプルは看板メ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,【ジャンル】沖縄料理、居酒屋【所在地】住所：東京都港区台場1-7-1 アクアシティお台場 1F最寄り駅：ゆりかもめ 台場駅 徒歩1分アクアシティお台場 1階 フジテレビ側入口...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,この旅でどうしても釧路にはない沖縄料理が食べたくて‥‥いつもの食べログを駆使していると見つけました♪こちらのお店です。広いモールの中の端っこにあるのでなかなか、辿り着くこと...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,夏が近づいてくると、毎年恒例となった沖縄家族旅行が楽しみになってくる。今年もバッチリ予約済。そんな話を子供たちとしていると、沖縄そばたべたーい！！と。この日はお台場デックスにおしゃれチ...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,沖縄料理と鍋をどちらも攻めたくて行きました。結局行ってから鍋は諦めました。沖縄ソバとソーキそばどちらも頼むし海ぶどう，ゴーヤチャンプルなども注文奥まったところなので注文取りに来るの...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お台場でのランチ〜♪いろいろ迷いましたが、南風花さんへ行ってみました。12:50到着で先客10人。注文は、選べる沖縄ハーフ定食を2品(1000円)ラフティそばとタコライスに...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お台場で21時過ぎだとどこの飲食店も閉まっていたのでアクアシティのお台場横丁へ行き、沖縄料理専門店があったので即決で店内へ。家庭的な沖縄料理で、ふーちゃんぷるが美味しかったです。...
南風花 アクアシティお台場店,https://tabelog.com/tokyo/A1313/A131306/13045492/,お酒は飲めなかったのですが、パイナップルジュース、シークァーサージュース美味しかったです。海ぶどうのサラダは海ぶどうが大きめで美味しかったです。アグー豚の春巻きは味が濃くてカレー？っぽかったで...
